head,relation,tail
C0012203,Etiology_AssociatedWith,C1514972
C0012203,Treatment_IndicationUse,C0025319
C0012203,Etiology_AssociatedWith,C0597340
C0012203,DrugInteraction,C0059672
C0059672,Anatomy_LocatedIn,C3272919
C3272919,Etiology_AssociatedWith,C0700038
C3272919,Etiology_AssociatedWith,C1521747
C3272919,Anatomy_LocatedIn,C1268164
C1295140,Etiology_AssociatedWith,C0878635
C1295140,Etiology_AssociatedWith,C0241400
C1295140,MoA_InhibitionBlockade,C0016424
C3653565,MoA_InhibitionBlockade,C0020662
C0020662,MoA_ModulationOther,C4520794
C0012203,Etiology_AssociatedWith,C0597486
C0012203,Etiology_AssociatedWith,C2331826
C0012203,Taxonomy_PartOf,C4521954
C0012203,Taxonomy_PartOf,C1874309
C0012203,Taxonomy_PartOf,C5787261
C0012203,Taxonomy_PartOf,C0005036
C0012203,Taxonomy_PartOf,C1412070
C0012203,Etiology_AssociatedWith,C0686277
C0546882,Taxonomy_IsA,C0041017
C0546882,Taxonomy_ProductOf,C1278878
C0546882,Etiology_AssociatedWith,C0592874
C0546882,Regulatory_Status,C0456587
C0546882,Etiology_AssociatedWith,C0279175
C0546882,Etiology_AssociatedWith,C1158770
C0546882,Etiology_AssociatedWith,C0599100
C0546882,MoA_ModulationOther,C4552848
C0546882,MoA_ActivationInduction,C2911660
C0546882,Treatment_IndicationUse,C3665349
C0546882,Treatment_IndicationUse,C3165526
C0546882,Treatment_IndicationUse,C1399772
C0546882,Treatment_IndicationUse,C0549473
C0546882,Etiology_AssociatedWith,C1881373
C0546882,PK_DistributionProteinBinding,C3843197
C1881373,Taxonomy_IsA,C1881373
C1881373,Treatment_IndicationUse,C3665349
C1413366,Taxonomy_ProductOf,C0032002
C0202231,Etiology_AssociatedWith,C1420709
C0202231,Etiology_AssociatedWith,C3814864
C0202231,Etiology_AssociatedWith,C0077021
C0202231,Etiology_AssociatedWith,C0201838
C1881373,Regulatory_Status,C0205238
C1881373,Treatment_IndicationUse,C1337013
C0700583,Taxonomy_IsA,C0746950
C0700583,MoA_InhibitionBlockade,C0033551
C0700583,MoA_InhibitionBlockade,C0387583
C0700583,Regulatory_Status,C3829447
C0700583,Etiology_AssociatedWith,C1310652
C0700583,Etiology_AssociatedWith,C0331935
C0700583,Treatment_IndicationUse,C0391976
C0700583,Treatment_IndicationUse,C0029408
C0700583,Treatment_IndicationUse,C0002893
C0700583,Treatment_IndicationUse,C0038012
C0700583,Etiology_AssociatedWith,C0031619
C0700583,DrugInteraction,C0004057
C0700583,Prevention_Prophylaxis,C4075887
C0700583,PK_DistributionProteinBinding,C1292429
C1266500,Taxonomy_IsA,C0003211
C1266500,Etiology_AssociatedWith,C0003211
C1266500,Etiology_AssociatedWith,C0003209
C1266500,Etiology_AssociatedWith,C0002766
C1266500,Treatment_IndicationUse,C0391976
C1266500,Treatment_IndicationUse,C0002893
C1266500,Treatment_IndicationUse,C0029408
C1266500,Taxonomy_PartOf,C0948482
C1266500,Taxonomy_PartOf,C3536840
C1266500,Taxonomy_PartOf,C3653542
C1266500,Etiology_AssociatedWith,C2697368
C1266500,Etiology_AssociatedWith,C4552889
C1266500,Etiology_AssociatedWith,C0520906
C1266500,Etiology_AssociatedWith,C1290807
C1266500,Etiology_AssociatedWith,C0393735
C1266500,Etiology_AssociatedWith,C4084788
C1266500,Etiology_AssociatedWith,C5396356
C1266500,Etiology_AssociatedWith,C0234251
C0012403,Alias_Name,C0175520
C0175520,Etiology_AssociatedWith,C0037638
C0175520,Treatment_IndicationUse,C0683174
C0175520,Etiology_AssociatedWith,C1511549
C0175520,Etiology_AssociatedWith,C4273565
C0175520,Etiology_AssociatedWith,C0268070
C0175520,Etiology_AssociatedWith,C0003209
C0175520,PK_DistributionProteinBinding,C0025255
C0175520,Etiology_AssociatedWith,C4552405
C0175520,Etiology_AssociatedWith,C5205018
C0175520,Etiology_AssociatedWith,C0142710
C0175520,Taxonomy_PartOf,C5707737
C0175520,Taxonomy_PartOf,C1518480
C0175520,Taxonomy_PartOf,C4529223
C0304846,Etiology_AssociatedWith,C1512497
C0304846,Taxonomy_PartOf,C0079691
C0304846,Taxonomy_PartOf,C0936106
C0079691,Alias_Name,C0202231
C0936106,Alias_Name,C0041017
C0745714,Etiology_AssociatedWith,C2210848
C0304846,Etiology_AssociatedWith,C0599100
C0304846,Etiology_AssociatedWith,C3547582
C0279175,Etiology_AssociatedWith,C0815089
C0304846,Regulatory_Status,C0600086
C0304846,Regulatory_Status,C4763985
C0304846,Etiology_AssociatedWith,C3653894
C0304846,Treatment_IndicationUse,C0238460
C0304846,Treatment_IndicationUse,C1998045
C0304846,MoA_ModulationOther,C0181813
C0304846,MoA_ModulationOther,C1519616
C0304846,MoA_ModulationOther,C1371294
C0304846,MoA_ModulationOther,C0852765
C0061203,Taxonomy_DerivedFrom,C1697820
C0061203,Taxonomy_IsA,C0815051
C0061203,Etiology_AssociatedWith,C2986475
C0061203,MoA_InhibitionBlockade,C0206364
C0061203,MoA_InhibitionBlockade,C1150387
C0061203,Etiology_AssociatedWith,C1517348
C0061203,Regulatory_Status,C2983596
C0061203,Treatment_IndicationUse,C0376358
C0061203,Etiology_AssociatedWith,C0014442
C0061203,Etiology_AssociatedWith,C5787261
C0061203,Etiology_AssociatedWith,C0596577
C0061203,Etiology_AssociatedWith,C0005078
C0061203,Etiology_AssociatedWith,C0598333
C0076289,Taxonomy_IsA,C0201874
C0076289,Etiology_AssociatedWith,C0304718
C0076289,Etiology_AssociatedWith,C0231491
C0076289,Etiology_AssociatedWith,C0279175
C0076289,Treatment_IndicationUse,C3665349
C0076289,Treatment_IndicationUse,C2939155
C0076289,Treatment_IndicationUse,C0549473
C0279175,Etiology_AssociatedWith,C0311400
C0279175,Etiology_AssociatedWith,C2911660
C0279175,Etiology_AssociatedWith,C0458003
C0076289,Etiology_AssociatedWith,C1517331
C0076289,Etiology_AssociatedWith,C1517586
C1322288,Anatomy_SpatialRelation,C0444379
C5238122,Taxonomy_IsA,C0013223
C5238122,Etiology_AssociatedWith,C0002766
C5238122,Etiology_AssociatedWith,C0877252
C5238122,Etiology_AssociatedWith,C0026859
C5238122,Etiology_AssociatedWith,C0022408
C5238122,Etiology_AssociatedWith,C0226896
C5238122,Etiology_AssociatedWith,C0332237
C5238122,Etiology_AssociatedWith,C0303628
C5238122,Etiology_AssociatedWith,C0142710
C5238122,Taxonomy_PartOf,C1121424
C5238122,Taxonomy_PartOf,C0718476
C5238122,Taxonomy_PartOf,C1703206
C5238122,Taxonomy_PartOf,C0035856
C5238122,Taxonomy_PartOf,C1516019
C5238122,Taxonomy_PartOf,C1516027
C5238122,Taxonomy_PartOf,C0005036
C5238122,Taxonomy_PartOf,C0005058
C5238122,Taxonomy_PartOf,C0428601
C5238122,Taxonomy_PartOf,C0242695
C5238122,Taxonomy_PartOf,C3536840
C5238122,Regulatory_Status,C1285339
C5238122,Treatment_ManagementCare,C0015967
C5238122,MoA_InhibitionBlockade,C1565830
C0445467,Etiology_AssociatedWith,C0033555
C5238122,MoA_ModulationOther,C0391976
C5238122,Treatment_IndicationUse,C0029408
C5238122,Treatment_IndicationUse,C0002893
C5238122,Treatment_IndicationUse,C1171175
C0917817,Etiology_AssociatedWith,C1327440
C0073096,Taxonomy_IsA,C1130460
C0073096,Etiology_AssociatedWith,C1274315
C0073096,Taxonomy_IsA,C0301153
C0073096,Etiology_AssociatedWith,C0032098
C0073096,Etiology_AssociatedWith,C1324752
C0073096,Etiology_AssociatedWith,C2984906
C0073096,Etiology_AssociatedWith,C0332269
C0073096,MoA_InhibitionBlockade,C0206679
C0073096,Etiology_AssociatedWith,C0003392
C0073096,MoA_BindingAffinity,C0033684
C0073096,MoA_BindingAffinity,C1145667
C0073096,Taxonomy_PartOf,C0948482
C0073096,Taxonomy_PartOf,C0026879
C0073096,Taxonomy_PartOf,C0031860
C0073096,Regulatory_Status,C0205238
C0253007,Taxonomy_IsA,C0304229
C0253007,Taxonomy_MemberOf,C0005036
C0253007,MoA_ModulationOther,C2752512
C0253007,Etiology_AssociatedWith,C1512505
C0282364,Etiology_AssociatedWith,C0302909
C0282364,Taxonomy_IsA,C0202231
C0282364,Treatment_IndicationUse,C3665349
C0085741,MoA_BindingAffinity,C0919499
C0085741,MoA_ModulationOther,C0311400
C0085741,Etiology_AssociatedWith,C0678859
C0085741,Etiology_AssociatedWith,C2237115
C0085741,Treatment_IndicationUse,C4324720
C0085741,Etiology_AssociatedWith,C1517586
C0085741,Etiology_AssociatedWith,C1709520
C0085741,Etiology_AssociatedWith,C2698783
C0085741,Etiology_AssociatedWith,C1269689
C0920321,Etiology_AssociatedWith,C0870494
C0085741,Etiology_AssociatedWith,C2242640
C2097621,Etiology_AssociatedWith,C4060542
C0059672,Etiology_AssociatedWith,C0570252
C1161334,Etiology_AssociatedWith,C0949266
C1161334,Taxonomy_IsA,C0031809
C1161334,Etiology_AssociatedWith,C3899556
C1161334,Regulatory_Status,C1515409
C1161334,Taxonomy_IsA,C2316833
C1161334,Etiology_AssociatedWith,C0373486
C1161334,Etiology_AssociatedWith,C3823127
C0242974,MoA_ActivationInduction,C0220780
C1334905,Etiology_AssociatedWith,C1517586
C1334905,Taxonomy_IsA,C0041017
C1334905,Treatment_IndicationUse,C4316995
C1334905,Etiology_AssociatedWith,C0040165
C1334905,MoA_BindingAffinity,C0919499
C0919499,Anatomy_LocatedIn,C0010834
C0919499,Anatomy_LocatedIn,C0521447
C1334905,Etiology_AssociatedWith,C4688482
C0047226,Etiology_AssociatedWith,C0304229
C0047226,Etiology_AssociatedWith,C0597486
C0047226,Etiology_AssociatedWith,C0282151
C0047226,MoA_ModulationOther,C0178601
C0047226,Treatment_IndicationUse,C0947810
C0047226,Treatment_IndicationUse,C0393593
C0047226,Etiology_AssociatedWith,C0036341
C0047226,Etiology_AssociatedWith,C0205238
C0047226,Etiology_AssociatedWith,C0338475
C0047226,Etiology_AssociatedWith,C0002893
C0047226,MoA_InhibitionBlockade,C0079189
C2745274,Etiology_AssociatedWith,C0949266
C2745274,Etiology_AssociatedWith,C1879848
C2745274,Etiology_AssociatedWith,C1265292
C2745274,Etiology_AssociatedWith,C2368066
C2745274,Treatment_IndicationUse,C0002395
C2745274,Treatment_IndicationUse,C0947810
C2745274,Treatment_IndicationUse,C0003873
C2745274,Etiology_AssociatedWith,C0226896
C2745274,Etiology_AssociatedWith,C0332237
C2745274,Etiology_AssociatedWith,C0348016
C0066072,Etiology_AssociatedWith,C0304229
C0066072,Etiology_AssociatedWith,C0596260
C0066072,DrugInteraction,C1450477
C0066072,Etiology_AssociatedWith,C1521840
C0066072,MoA_ModulationOther,C1517486
C0066072,Treatment_IndicationUse,C0006826
C0066072,Etiology_AssociatedWith,C1709520
C0066072,Etiology_AssociatedWith,C2698783
C0066072,Etiology_AssociatedWith,C1269689
C0054312,Etiology_AssociatedWith,C0949266
C0054312,Regulatory_Status,C0031330
C0054312,Regulatory_Status,C2347650
C0054312,Etiology_AssociatedWith,C0991533
C0054312,Etiology_AssociatedWith,C1709630
C0054312,Etiology_AssociatedWith,C0338237
C0054312,Etiology_AssociatedWith,C0878723
C0054312,Etiology_AssociatedWith,C2983596
C0077019,Etiology_AssociatedWith,C0949266
C0077019,Regulatory_Status,C0458003
C0077019,DrugInteraction,C1450477
C0077019,Etiology_AssociatedWith,C0006826
C0077019,MoA_InhibitionBlockade,C0597357
C0077019,Etiology_AssociatedWith,C1371475
C0077019,Etiology_AssociatedWith,C0596788
C0077019,Etiology_AssociatedWith,C0549178
C0630784,Etiology_AssociatedWith,C0949266
C0630784,Etiology_AssociatedWith,C0458003
C0630784,Etiology_AssociatedWith,C0334227
C0630784,Etiology_AssociatedWith,C0376545
C0630784,MoA_InhibitionBlockade,C1333893
C1333893,Etiology_AssociatedWith,C0544912
C0544912,Etiology_AssociatedWith,C1517486
C0630784,Etiology_AssociatedWith,C4727226
C0630784,DrugInteraction,C0729502
C1517331,Etiology_AssociatedWith,C1709520
C1517331,Etiology_AssociatedWith,C2698783
C1517331,Etiology_AssociatedWith,C1269689
C0387583,Etiology_AssociatedWith,C0021368
C1413051,Etiology_AssociatedWith,C2752296
C4521887,Etiology_AssociatedWith,C0238762
C4521887,Etiology_AssociatedWith,C0860713
C0000392,Etiology_AssociatedWith,C0949266
C0000392,Etiology_AssociatedWith,C0597486
C0000392,Regulatory_Status,C0240320
C0523520,Etiology_AssociatedWith,C0311461
C0523520,Taxonomy_ProductOf,C0729763
C0523520,MoA_ModulationOther,C0523549
C0523520,Etiology_AssociatedWith,C0587070
C0523520,Etiology_AssociatedWith,C0239313
C0523520,MoA_ModulationOther,C0523549
C0523549,Etiology_AssociatedWith,C0030956
C0523549,Etiology_AssociatedWith,C0410158
C0523520,Etiology_AssociatedWith,C0015259
C0006507,Etiology_AssociatedWith,C0949266
C0006507,Etiology_AssociatedWith,C0935606
C0006507,Etiology_AssociatedWith,C0991533
C0006507,Etiology_AssociatedWith,C1880396
C0006507,DrugInteraction,C0597357
C0006507,DrugInteraction,C0014440
C0006507,Etiology_AssociatedWith,C0558208
C0006507,Etiology_AssociatedWith,C2957678
C0006507,Etiology_AssociatedWith,C2097621
C0006507,Etiology_AssociatedWith,C0282151
C0006507,Etiology_AssociatedWith,C0920425
C0006507,Etiology_AssociatedWith,C1516021
C0006507,MoA_InhibitionBlockade,C1622501
C0006507,MoA_InhibitionBlockade,C2699153
C0006507,Etiology_AssociatedWith,C1517331
C0006507,Etiology_AssociatedWith,C1518317
C0077019,Etiology_AssociatedWith,C0949266
C0077019,Etiology_AssociatedWith,C0597486
C0077019,Taxonomy_IsA,C1997166
C0077019,Etiology_AssociatedWith,C0683140
C0077019,Etiology_AssociatedWith,C0279532
C0077019,Etiology_AssociatedWith,C0679252
C0077019,Etiology_AssociatedWith,C0877008
C0077019,Etiology_AssociatedWith,C1512073
C0077019,Etiology_AssociatedWith,C1517331
C0077019,Etiology_AssociatedWith,C0043335
C0006507,Etiology_AssociatedWith,C0949266
C0006507,Regulatory_Status,C0678323
C0006507,Etiology_AssociatedWith,C0023688
C0006507,Etiology_AssociatedWith,C0204523
C0006507,Etiology_AssociatedWith,C0036341
C0006507,Etiology_AssociatedWith,C0344315
C0006507,Etiology_AssociatedWith,C2237115
C0006507,MoA_ModulationOther,C0860603
C1517331,Etiology_AssociatedWith,C2698651
C1517331,Etiology_AssociatedWith,C0678798
C0304848,Taxonomy_DerivedFrom,C1265533
C0304848,Etiology_AssociatedWith,C0471738
C0304848,Treatment_IndicationUse,C3665349
C0304848,Etiology_AssociatedWith,C0201838
C0304848,Etiology_AssociatedWith,C5196842
C0304848,Etiology_AssociatedWith,C0337445
C0304848,Regulatory_Status,C0440102
C0304848,Etiology_AssociatedWith,C0991536
C0304848,Etiology_AssociatedWith,C1710038
C0304848,Etiology_AssociatedWith,C0920074
C0413668,Taxonomy_IsA,C0003663
C0413668,Etiology_AssociatedWith,C3646846
C0413668,Etiology_AssociatedWith,C0917796
C0413668,Etiology_AssociatedWith,C0237979
C0672719,Etiology_AssociatedWith,C2930024
C0672719,Etiology_AssociatedWith,C2754469
C2930024,Etiology_AssociatedWith,C2754469
C4733200,Etiology_AssociatedWith,C3157469
C0413668,Taxonomy_PartOf,C0279517
C0413668,Regulatory_Status,C5547771
C0086555,Taxonomy_DerivedFrom,C0697105
C0086555,Etiology_AssociatedWith,C0003216
C0086555,Etiology_AssociatedWith,C0282555
C0086555,Etiology_AssociatedWith,C1148564
C0086555,Etiology_AssociatedWith,C2986475
C0086555,Etiology_AssociatedWith,C0935929
C0086555,Etiology_AssociatedWith,C1512412
C0086555,Etiology_AssociatedWith,C0022341
C0086555,Etiology_AssociatedWith,C0008115
C0086555,Regulatory_Status,C0684173
C0086555,Regulatory_Status,C3829466
C0086555,Etiology_AssociatedWith,C0440102
C0086555,Etiology_AssociatedWith,C1710304
C0086555,Etiology_AssociatedWith,C0079904
C0086555,Clinical_ManifestationPresentation,C5766390
C0041536,Alias_Name,C1824780
C0041536,Taxonomy_IsA,C0034435
C0041536,Etiology_AssociatedWith,C0001480
C0041536,Treatment_IndicationUse,C4551655
C0041536,Etiology_AssociatedWith,C0006826
C0041536,Etiology_AssociatedWith,C1850625
C0041536,Etiology_AssociatedWith,C2610881
C0041536,Etiology_AssociatedWith,C1326275
C0041536,Etiology_AssociatedWith,C1159655
C0041536,PK_DistributionProteinBinding,C1442470
C0041536,DrugClass_Category,C3507280
C0041536,DrugClass_Category,C0034435
C0041536,DrugClass_Category,C0876964
C0041536,DrugClass_Category,C1258127
C0041536,DrugClass_Category,C2945766
C0041536,DrugClass_Category,C0016452
C0041536,DrugClass_Category,C0005329
C0041536,DrugClass_Category,C1812630
C0041536,DrugClass_Category,C0359086
C0041536,DrugClass_Category,C0282575
C0041536,Regulatory_Status,C1518478
C3255108,Etiology_AssociatedWith,C0079381
C3255108,Etiology_AssociatedWith,C0162772
C3255108,Etiology_AssociatedWith,C0162772
C3255108,Etiology_AssociatedWith,C0302912
C3255108,Etiology_AssociatedWith,C1537647
C0042874,Diagnosis_LabFinding,C0728731
C3255108,Etiology_AssociatedWith,C0003591
C3255108,Etiology_AssociatedWith,C1325761
C3255108,Etiology_AssociatedWith,C0729502
C3255108,Prevention_Prophylaxis,C0311404
C0078373,Taxonomy_IsA,C0042874
C0078373,Etiology_AssociatedWith,C0729763
C0078373,Etiology_AssociatedWith,C1517312
C0078373,Etiology_AssociatedWith,C0162772
C1517312,Etiology_AssociatedWith,C0311404
C1517312,Etiology_AssociatedWith,C5235969
C1517312,Etiology_AssociatedWith,C0001869
C0034155,Taxonomy_IsA,C1421223
C2697593,PK_DistributionProteinBinding,C4330938
C0078373,Taxonomy_PartOf,C1518480
C0078373,Taxonomy_PartOf,C0596577
C0078373,Taxonomy_PartOf,C2945766
C0078373,Taxonomy_PartOf,C0016452
C0078373,Taxonomy_PartOf,C0005329
C0078373,Taxonomy_PartOf,C1812630
C0078373,Taxonomy_PartOf,C1521739
C0078373,Treatment_IndicationUse,C1848533
C0078373,Treatment_IndicationUse,C0554103
C0078373,Treatment_IndicationUse,C1704417
C0022265,Taxonomy_IsA,C0035339
C0022265,Etiology_AssociatedWith,C3825603
C0022265,Etiology_AssociatedWith,C3839812
C0022265,MoA_BindingAffinity,C0140278
C0022265,MoA_InhibitionBlockade,C0279084
C0022265,Etiology_AssociatedWith,C0470269
C0022265,Etiology_AssociatedWith,C0054878
C0022265,DrugClass_Category,C3653825
C0022265,DrugClass_Category,C4076258
C0022265,Taxonomy_IsA,C0205489
C0022265,Taxonomy_IsA,C0020242
C0022265,Taxonomy_IsA,C0597486
C0040845,Taxonomy_IsA,C0150270
C0040845,Taxonomy_IsA,C0035339
C0040845,MoA_ModulationOther,C1849249
C0040845,Etiology_CausedBy,C2137101
C0040845,MoA_InhibitionBlockade,C5451340
C0040845,PK_DistributionProteinBinding,C1547061
C0040845,Taxonomy_MemberOf,C0002068
C0040845,Taxonomy_MemberOf,C1874314
C0040845,Taxonomy_MemberOf,C4076258
C0040845,Taxonomy_MemberOf,C1266463
C0040845,Taxonomy_MemberOf,C0056763
C0040845,Taxonomy_MemberOf,C0010578
C0040845,Taxonomy_MemberOf,C0205489
C0040845,Taxonomy_MemberOf,C0020242
C0040845,Taxonomy_MemberOf,C0016620
C0040845,Taxonomy_MemberOf,C3876029
C0040845,Taxonomy_MemberOf,C3825279
C0040845,MoA_BindingAffinity,C0140278
C0040845,MoA_BindingAffinity,C1870778
C0040845,Etiology_AssociatedWith,C0680243
C0040845,Etiology_AssociatedWith,C2112165
C1567753,Etiology_AssociatedWith,C0035339
C1567753,Regulatory_Status,C0022341
C1567753,Treatment_IndicationUse,C0349675
C1567753,MoA_BindingAffinity,C1999666
C1567753,MoA_BindingAffinity,C5441640
C1567753,Etiology_AssociatedWith,C0281666
C1539001,Etiology_AssociatedWith,C0035339
C1539001,Treatment_IndicationUse,C1708063
C1567753,Taxonomy_MemberOf,C1881986
C1567753,Regulatory_Status,C4688482
C0308808,Taxonomy_IsA,C0060240
C0308808,Taxonomy_IsA,C0086140
C0308808,Etiology_AssociatedWith,C0348016
C0308808,Etiology_AssociatedWith,C1556154
C0308808,Etiology_AssociatedWith,C3821173
C0308808,Taxonomy_PartOf,C1519613
C0308808,Taxonomy_PartOf,C0596249
C0308808,Taxonomy_PartOf,C0015860
C0308808,Taxonomy_PartOf,C5399701
C0308808,Taxonomy_PartOf,C4733156
C0308808,Regulatory_Status,C2074672
C0308808,MoA_BindingAffinity,C0202105
C0308808,Etiology_AssociatedWith,C1441601
C0308808,Etiology_AssociatedWith,C0015879
C0308808,Etiology_AssociatedWith,C1292119
C0308808,Taxonomy_PartOf,C1366564
C0723460,Etiology_AssociatedWith,C0136074
C0723460,Etiology_AssociatedWith,C0064238
C0723460,Treatment_IndicationUse,C4552889
C0723460,Treatment_IndicationUse,C0847097
C0723460,Treatment_IndicationUse,C0426633
C0723460,Treatment_IndicationUse,C0235309
C0723460,Treatment_IndicationUse,C1290807
C0723460,Taxonomy_ProductOf,C3511143
C0723460,DrugClass_Category,C0474035
C0723460,Regulatory_Status,C0020157
C0723460,Regulatory_Status,C5787033
C2700233,Taxonomy_IsA,C0013227
C2700233,Treatment_IndicationUse,C4552843
C4552843,Etiology_AssociatedWith,C0006826
C2700233,MoA_InhibitionBlockade,C0005974
C2700233,MoA_ModulationOther,C0231544
C2700233,Etiology_AssociatedWith,C0231567
C2700233,MoA_InhibitionBlockade,C1518631
C2700233,Taxonomy_MemberOf,C3537067
C2700233,Taxonomy_MemberOf,C2917333
C0168430,Taxonomy_IsA,C0682906
C0168430,Taxonomy_MemberOf,C0330518
C0168430,Etiology_AssociatedWith,C0201682
C0168430,Etiology_AssociatedWith,C0870840
C0168430,Treatment_IndicationUse,C0303761
C0168430,Treatment_IndicationUse,C3826469
C0168430,Etiology_AssociatedWith,C1179481
C0168430,Etiology_AssociatedWith,C0556393
C0168430,Etiology_AssociatedWith,C0011155
C0168430,Etiology_AssociatedWith,C0005802
C0168430,Etiology_AssociatedWith,C0342335
C0168430,Etiology_AssociatedWith,C1517898
C0168430,Etiology_AssociatedWith,C0029161
C0168430,Regulatory_Status,C0242295
C0168430,Etiology_AssociatedWith,C4701105
C0168430,Prevention_Prophylaxis,C0333668
C0168430,Etiology_AssociatedWith,C0241863
C0168430,Etiology_AssociatedWith,C0151639
C0168430,Etiology_AssociatedWith,C0850624
C0168430,Etiology_AssociatedWith,C0034818
C0168430,Etiology_AssociatedWith,C0860800
C0168430,Etiology_AssociatedWith,C0442611
C0731110,Taxonomy_DerivedFrom,C0147866
C0731110,Etiology_AssociatedWith,C0029083
C0731110,Taxonomy_IsA,C0155088
C0731110,Taxonomy_IsA,C0013238
C0731110,Etiology_AssociatedWith,C0022877
C0731110,Etiology_AssociatedWith,C0599385
C0731110,Etiology_AssociatedWith,C0445623
